Ulasan,Rating
aplikasi sangat bagus banyak sekali 4no nya👍👍 good job,5
JELEK AKUN GA NGELAKUIN APA-APA KENA PELANGGARAN DI TANGGUHKAN GILIRAN LAPOR KE PIHAK TEAM X MEMBANDINGKAN UDAH HAMPIR SEBULAN MASIH AJA DI KUNCI,1
mengapa akun sy tiba tiba d tangguhkan kesalahan juga tidak jelas apa sueek,2
"Tidak bisa login kembali karena lupa kata sandi, dan saat ingin mengganti malah tidak bisa juga.",1
2 kali bikin akun ditangguhkan teruss,3
"ini kenapa dehh akunku ngga bisa masuk lagi? udah dua hari loh. keblokir kah? tapu aku mau buat akun baru lagi juga ngga bisa tuh. gimana coba? sekarang jadi aneh, suka tiba2 ke logout sendiri",1
"gila ni aplikasi, akun gue ke suspend mulu. padahal ga ngapa-ngapain. dan akun lama. balikin akun gue!",1
akun susah di buka,1
sedikit kurang maksimal,2
"udah logout tiba-tiba sekarang akun di tangguhkan, di ajukan banding malah di tolak, udh ga seru lagi x, memang lebih baik Twitter dikembalikan lgi seperti sediakala, maaf saya tidak akan mau lgi memakai x",1
"bagus, cmn setiap kali mau lihat x pasti akun ke logout sendiri. tolong perbaiki, sangat² tidak puas dan ribet !. jelek banget semenjak ganti nama jadi X, sistemnya jadi jelek dan ga banget. tolong dengerin dong keluhan pengguna, masa mau gini terus?",1
"mau buat akun baru ribet bener, ada keterangan ""kesalahan teknis"" terus karena akun yang lama ditangguhkan, ayo perbaiki konsep aplikasi, gimana ga kalah dengan kompetitor!",3
gak bisa login anj,1
sering error aplikasinya tidak bisa masuk dan sering ditangguhkan,1
👍,4
"sering tiba-tiba ke log out, udah 3 hari engga bisa login lewat apk🥲",3
aplikasi nya sangat bagus sekali,5
g bisa di buka video nya,1
"I can't log in to my 2 accounts. The first account, my account instanly got log out and I got notification ""error"" when I tried to log in back. Then, I tried to uninstall and install again this aplication. And what I get is I can't log in to my 2 accounts. Please fixed it. I have my job in that accounts 🙂",1
🌟,5
mantap deh pokoknya,5
Kembalikan burung biru,1
akun bot mulu isinya,1
cukub baik aplikasinya.mantap fiturdan berita terbaru yg menyenangkan,5
permohonan pembuatan akun,5
baik,5
"sebetulnya bagus, cuma ketika akun ditangguhkan , tidak menjelaskan kenapa secara detail, mau dihapus akun tidak bisa, tapi tidak bisa , lebih bijak lagi agar pengguna x bisa menikmati berita ada konten, share dll di aplikasi x",1
"aplikasi maleset, perbaikan donk !!!",1
gabisa daftar,1
🙏🙏,5
kena suspend mulu,1
ditanguhkm terus,2
apk sampah,1
video ini sangat bagus terimakasih,5
apk Sampah,1
Login Error,1
"masa mau buat akun malah muncul tulisan ""ada kesalahan teknis ulangi lagi permintaan anda nanti""",1
aplikasi paling menyebalkan bentar2 ganguan,1
"udah hapus aja masalah login susah, masalah internetlah aplikasi ga niat, dulu ga sesusah ini sekarang di pegang meta malah kaya gini ga becus",1
pokoknya Sgt buruk dikit² akun di tangguhkan padahal Bru buat akun 💔👎👎👎,1
jelekkkkk bangettttttttttttttt,1
sangat bagus app nya,5
"alasan aku cuma kasih bintang 1 karna akun ku gak bisa mengikuti akun orang lain, dan ganti photo profile juga gak bisa, trs mau buat akun baru juga gak bisa, tolong bantu dong, gimna sih",1
"error mulu, yang bener napa",3
banyak akun di tangguhkan,1
"Sedikit""di tangguhkan auto unistal apk kurang bermutu update terus tiba2 keluar parah bentar lagi g bakal ada penggunanya",1
ga bisa login,1
"Dari dulu sama terus problemnya, login aja kesalahan teknis terus",1
kenapa pas masuk ada tulisan masalah teknis padahal juga wifi bagus,1
tolong cepat di benerin X/twitter saya Blank putih mulu gak bisa masuk ke Beranda. terima kasih,3
"Kasian Temen Gw Gk Bisa login, Kata Aplikasinya ""Kesalahan Sistem"" 😂",3
kenapa akun saya tiba-tiba di tangguhkan dan tidak bisa di buka kembali....,1
GK bisa masuk..,1
no sensor untuk nonton bokep,5
"Aplikasi jelek, udah 3 hari habis ganti password masih nggak bisa log in. Di x web malah bisa. Udah sampe bikin pola sandi & nyoba ganti password baru lagi tetep nggak bisa login ke versi aplikasinya. X ini setelah ganti pemilik makin lama makin jelek",1
"gak bisa login, tau2 logout, instal ulang tetep gak bisa",1
buruk,1
"Sangat kurang sekali masa ketika membuat akun, akun saya selalu si suspend atau ditangguhkan dalam waktu singkat ketika saya tidak post apa-apa, kurang bngt nih",1
"GK bisa buka apk nya, login aja susah padahal udh di coba berkali kali tetap GK bisa masuk apknya",2
"aplikasi yang bagus,👍",5
good friend,5
"ni sinyal gw bagus, tpi kok gk bisa di pake aplnya semuanya putih bjir kek gk ada koneksi internet nya",1
"Fitur DM yang ganti jadi chat jelek banget. Tampilannya jelek, loading lama, sering lag. Balikin ke tampilan lama ajalah. Pinned tweet gak ada sekatnya dan yang paling atas ganti-ganti sesuai chat terbaru, bikin makin ribet. Notifikasinya juga menuhin kalau chat grup gak dijadiin satu kayak yang lama.",3
aplikasinya bagus sih,5
"aplikasi Twitter ini memang sangat bagus karena saya suka sekali melihat berita terbaru tapi sayangnya kenapa akun saya ditangguhkan dari dulu aku nggak pernah di otak Atik sama sekali tidak pernah diubah akun Saya, mohon di benerin ya aplikasi Twitter seperti ini kebanyakan orang merasa banyak kurang suka jadinya aplikasi Twitter ini banyak perbaikan yang akun Twitter di tangguhkan segera dihilangkan akun saya yang ditangguhkan semoga bisa normal kembali, ya ok terimakasih atas penjelasannya",5
"emg apk idiot rate ud 3,7 gd kemajuan gsh d buat Bane aj dr playstore gd guna ud kbln BRP gd notice dr s x bujang eee amangtahe klo ud gd guna mndg apus aj nih apk smnjk X jd apk bujang",1
"aplikasi bikin susah, kalo login bikin akun harus muter ke crhome, capek gw woi bbi APLIKASI BOTOH",1
kadang bisa di buka kadang gk bisa,4
damnn Ga bisa login cuki,1
"tolong atasi ""loginerror.attestationdenied"" saat login, itu menggangu",1
"sering ke logout sendiri, gabisa nambahin akun, gajelas.",1
"Setiap download stuck di 92%, buang2 kuota",1
"tolong ya plis buat x, akun gw 2 ditanggugkan semua padahl saya tidak melanggar aturan yang ada di x, tolong buat x jangan seperti itu lagi",1
kenapa akun saya ditangguhkan? 2 hari g dibuka sekalinya.buka sudah ditangguhkan. mana sekarang mau posting harus berbayar pula,1
"swmwnjak di beli elon X makin goblok, jarang aktif tiba tiba di tangguhkan. tolong peebaiki sistem nya jangan asal di tangguhkan..",1
gabisa di install,1
cukup bagus untuk informasi,5
"Berlangganan di apk ini sama saja membuang buang uang saja, apk ini semenjak berpindah pemilik semakin bobrok kinerjanya",1
buka di HP oppo reno bisa terbuka. di hp oppo a96 malah akun di tangguhkan. itu salah d mana nya ya,5
tolong dong versi lamanya jgn di ilangi. hp ku ga mendukung versi ini . mkasih entar bntang ku tamba 4 jdi 5. tp versu lamanya munculin lgi. ai dah pak bikin lgi sih splikadi twitter yg mndu gkung versi hp ku ini. yg verdi X itu hp ku ga bsa. plis sih pak pak. mau beli hp ga punya iang. mkasih yar bntangku tambahin 5.,1
mohon gimanaa yaa aku isi nama pengguna error muluu ihhh😭😭,2
"akun log out sendiri, waktu log in ulang terjadi kesalahan teknis.",1
udah gk bisa login samsek. aplikasi aneh,1
Bintang yang berbicara,5
g bisa login lol,1
terimakasih,5
Bagus dan banyak edukasinya,5
aplikasi GX jelas masa akun di tangguhkan GX jelas kesalahan nyh,1
susah login,5
lemot banget aplikasinya,1
masa kalau mau login gak bisa terus padahal tinggal masukin nama doang gak bisa terus tolong aplikasi ini perbaiki lagi padahal dulu mah gampang masuk nya sekarang susah gak bisa terus,1
gak bisa log in aneh,1
"buat akun selalu ditangguhkan terus, gadak solusi untuk bisa kembali akunnya",1
"akun sangat mudah ditangguhkan dan tidak bisa dipulihkan, permintaan untuk pemulihan saja tidak diproses sudah lebih dari 2 bulan dan tidak bisa membuat akun baru lagi",1
"Setiap mau buat akun,selalu aja ada tulisan""maaf terjadi kesalahan teknis,,mohon diperbaiki",3
bagus sangat bagus,5
"thanks you, id the best in apk , always be supported on apk ❤️",5
aplikasi sampah dikit2 keblock,1
Cuman Scroll aja kebanned,1
aplikasi teraneh semua gara gara si melon padahal GK ngapa ngapain eh malah ke suspend gajelas banget mana nih developernya,1
Akun sering Ditangguhkan dengan alasan tidak jelas Saya hanya memakai X ketika ada tugas-tugas tertentu,2
"benerin lagi ni apk, sering log out",5
akun ga ada masalah apa² kok bisa ditangguhkan diajukan banding gak bisa gimana sih masa apk nya gini klo udh bisa dipakai nanti sy tambah bintang 5 sekaramg bintang 1 aja,1
"Twitter jelek karena udah nggak ada fitur telepon, video call, dan voice note. Jangan pelit kasih fitur. Payah. Gegara Elon Musk jadi cacat ini aplikasi.",1
sangat membantu,2
yg bagus dnok,4
bagus bget,5
terbaik,5
"apk x ya bagus bgt,buat baca berita tapi kenapa selalu ngelag terus padahal jaringan ya normal ga ngelag kadang kadang keluar sendiri dari apk x ya sebel deh🗿🗿",5
menginspirasi,5
"apk gajelas,,, tiba2 Suspen lah apalah aneh",1
baik untuk di tonton,5
aplikasi gajelas,3
"saya baru mau masuk x, tiba-tiba akun saya ditangguhkan padahal saya tidak komen yang aneh², apalagi post yang aneh², tolong lah x udah dua kali akun saya ditangguhkan terus, mau bikin akun baru saja tidak bisa. ayo mana developer nya muncul",1
mantap berita nya,5
Tidak bisa login,1
"Help. ini sistem nya yang aneh apa gimana ya? aku kan ubah jadi tahun asli ku nah di mana umur ku udah 13+ dan tiba tiba aku ke banned/akun ku ke locked aku awal nya mikir ini emang gaboleh dan harus 15+ tapi pas aku baca lagi malah harus 13+ dan di mana aku udah umur 14+. Tolong ya untuk X untuk memperbaiki sistem nya dan membuka locked akun saya.., btw aku ksi bintang 5 biar ke muncul di atas🙏🏻 dan semoga ke baca sama pihak X..",5
"sebenernya bagus bagus aja sii,tapi pada saat mau masuk akun ada tulisan ""maaf ada kesalahan teknis"" jadinya bikin kesel",3
mantap,4
Twitter gak bisa dibuka,5
setiap ada postingan baru kegeser sendiri,3
akun saya selalu ke banned knpa ya min...,3
"jelek banget susah login, udah 1 minggu gabisa login twitter males banget",1
yg gacor,5
BAGUS,5
membantu utk mendapat informasi,5
kenapa aplikasi gak bisa untuk buka link,2
tampilan di x mendunia,5
Alhamdulillah,5
malah gabisa login tolol,1
good job,5
"Nyesal download aplikasi ini tiba-tiba tanpa buka apa-apa jarang posting cuma nonton konser blackpink & bigbang. sering terkeluar minta masuk login ujung-ujungnya di tangguhkan, ajukan banding ""di tolak""... terimakasih dan selamat semoga aplikasi ini makin sepi pengguna.",1
sering kena suspend tanpa alasan yang jelas,1
kenapa kadang bisa kadang GK bisa aneh,2
aplikasi ini juga bisa menjadi pilihan utama bagi para pengguna beraktivitas serta menjadi agregator,5
sangat baik buat medsos zaman skrng,5
best,5
aplikasi gak jelas,1
"tidak bisa login kenapa ini aplikasi ,, gak biasa nya susah login , malah kesalahan terus",1
apk sosial yg ribet,1
"seru, banyak teman baru disini",5
5star,5
"akun anteng² dan ga ngapain² jg kena sus, paling cm dipk bikin twit ori dan share ft makanan. cb banding ga balik jg.",3
"mantap juga apk, cman salahnya akun saya di tangguhkan tapi sudah 10 kali ajukan banding tetap tidak di layani. mohon untuk di bukakan akun saya",3
sangat memuaskan,5
bagus dan suka,5
bete. login error,1
mantaaaaapp,5
kenapa lagi ini aplikasi X selalu disuruh login terus. nah sekarang malah di tangguhkan!! woyy gua gk ngapa ngapain gak melanggar aturan. parah,1
"bagus, cuman kenapa akun saya dinonaktifkan dengan alasan 13 tahun, padahal aku 29 tahun dan ini sangatlah mengecewakan sekali🙄",1
Selalu terjadi masalah,2
"easy, fast and furious",4
banyak video yang ga bisa di buka,5
"anje elon balikin pilihan resolusi dong tiap liat review album masa burik semua, aneh aneh",1
aplikasi yang sangat buruk.. gak bisa di buat apa apa,1
aplikasi tolol ..,1
bro selalu ngulang terus tiap mau login addeh,1
jangan ketat ketat lah gw jadi ga bisa login buat akun ga bisa juga,1
"akun saya ditangguhkan, padahal gak nglanggar peraturan.",1
.. Gtau mau ngetik apa??,5
akhir3 ini aplikasinya aneh di tangguhkan kena pl prasaan gak ada app,1
akun saya tiba tiba.di tangguh dan setelah mengajukan banding malah di tolak,1
SELALU EROR SAAT MAU LOGIN,1
akun saya ditangguhkan aneh banget,1
"saya memberikan bintang satu karena akun saya belum juga di nonaktifkan dari tangguhan, saya sudah mengajukan banding 3 kali dan belum ada respon dari moderator x, saya mohon jika moderator x membaca ini tolong perbaiki. Karena di luar sana banyak orang yang tidak salah apa2 di tangguhkan bahkan orang sudah mengajukan banding pun belum juga di jawab selama 1 tahun",1
akun saya yg sudah bertahun tahun saya pake ga tau knp tiba2 kemaren kena ban permanen yg alasannya pun tidak di beri tahu detailnya. sudah banding dan ga bisa. saya bahkan ga melakukan pelanggaran tp tetep kena ban. ga jls botnya,1
sudah tidak bisa log in lagi dengan gangguan Masalah teknis infonya sangat aneh sekali,1
"ini kok kesalahan teknis mulu dari tadi,tolong di perbaiki",1
siiip,5
"kirain aplikasinya udah bisa ternyata tetep enggak. tolong segera diperbaiki, ini dari bulan lalu saya disuruh login ulang terus dan terakhir kali gak bisa login lagi katanya ada kesalahan teknis tapi sampai saat inipun saya belum bisa login",1
karena harus daftar,2
Aplikasi yang bagus,5
"aplikasi gak jelas,akun baru tiba tiba di tangguhkan tanpa sebab",1
usrn gabisa ganti masaaaaaa,1
X Sangat Bagus dan manfaat untuk saya,5
"keseluruhan bagus, tapi kenapa? setiap gue bikin akun selalu di tangguhkan, bahkan gue ngepost poto+video tetep di tangguhkan, cape cok buat akun terus.",1
nice suka banget,5
susah daftarnya,2
"disuruh buat akun tapi ntah apa apa aja yang keluar, ngeselin",1
"aplikasi ini sangat Bagus,untuk menghibur kami",5
ad bkp nya,5
puass sekalii,5
"please, mengapa tweet tidak bisa dibagikan ke story ig lagi",3
masih bagus tweter waktu blm ganti nama x sekarang apk rusak..suruh login2 gak jelas padahal gw gak pernah bermasalah apk sampah,1
mantaaaff,5
sangat memuaskan aplikasinya dan lengkap informatip independen dan terpercaya,5
nyambek,4
"kok jadi gini sih x, punya ku ga bisa scroll padahal wifiku aman"" aja, udah ga bisa scroll dan Tweetnya ga ganti""stuck terus gitu branda saya",1
aplikasi toksik. tapi ywdah lah mau baca au,3
"alah benci BNR sy jijik, mikir sy Udha login ttp aj ga mempan gjls bgt mna loading lama bgt",1
aplikasi gila gak bisaa login terus,1
"sedikit dikit main tangguhkan akun ,payah , sosial media baperan",1
gud,5
"ga sekali dua kali tapi berkali-kali loh, kenapa sih apk nya? aku ada 3 akun, yang satu ke logout dari lama berkali-kali ga bisa login lagi sampe sekarang, akun ke-dua dan ke-tiga nya ditangguhkan terus, maksudnya apa sih? aku nih ga inget pasword atau e-mail yang aku buat login, jadi agak ribet. gimana dah ini kalian kerjanya, kenapa kok jadi gini? tolong tanggapannya dong, tolong ditindaklanjuti, masa 3 3 nya ga bisa akunku hadehh",1
"gk boleh postingan, gk boleh itu ini, bisa gk gitu, itu tweet itu lagi eror? knp harus ada kode sandi 4 digit gk ngerti sumpah!? kenapa dikit followers ku kembalikan",2
sangat memuas kan,5
akun di tangguhkan tanpa alasan . semakin tidak jelas,1
sangat disayangkan banyak akun airdrop palsu berkeliaran.,5
mantap bagi yg suka,5
kenapaaa disuruh verifikasi nama pengguna gtu udh pake email gw lupa nma pengguna gw trs pass mau nasukin nma pengguna bru gak bisa mauny ap sihh?,1
"saat dibranda orang, waktu scroll dari atas kebawah kenapa tiba2 kembali keatas sendiri, kayak fb tuh bintang satu",1
👎,2
susah masuk,5
sudah bintang 5 nih,5
"apk gak jelas,,, akun gak tau kenapa tiba tiba di tangguhkan semua",1
GK bisa download,2
"ini apa dahh, mau login akun ada kesalahan teknis muli jadi gabisa login, masuk pake akun apapun nggak bisa",1
makin jelek ga guna,1
"akun saya selalu di tangguhkan,sudah banyak buat akun Twitter tapi selalu di tangguhkan,sudah sangat lama akun saya di tangguhkan!!! tolong di perbaiki",1
"Suka aja kayak algoritma nya klop aja gitu, ngga kesasar kemana mana",5
heran dikit dikit di tangguhkan,1
semakin tidak menarik,1
berita nya selalu terupdate,5
"Setelah di perbarui mau masuk di tangguhkan semua sudah di perbarui tetap saja. Beri penjelasan kenapa X jadi sulit di akses, jangan kabur",1
Apaan dah ga bisa dm,1
sangat mantapp,5
di suruh login terus,1
gak bisa login terus,1
makin ga jelas,1
aku beri bintang 3 dulu baru mau coba,3
ga bisa di buka,1
"kebanyakan akun ditangguhkan, padahal gak ngapa ngapain gajelas",1
makin parah.dk bisa di buka,1
g bisa masuk/bikin akun,1
tolong kalau sdh masuk ke aplikasi jgn lagi kasih masuk akun lagi..satu kali instal pake untuk seterusnya.jangan perintah.a kasih masuk akun lagi atau buat akun baru lagi.,1
"akun ny bgus tpi kok apk ini gabisa ak instal lgi pdhl akun ak ga kenapa""",3
baguus cuma klo lgi secrol suka macet,4
blue twetter look,2
"baru download, mau bikin akun, udah eror dulu, gajelas",1
udh bisa login. makasih,5
kenapa saya gabisa bikin akun baru selalu silahakn coba lagi nanti itu kenapa?? jelek bgt skrg aplikasi x,1
